feedback_text,risk_label,help_needed
I understand the content well — an optional live Q&A session would still be appreciated.,low,yes
The recommended readings complement the lectures well and deepen my understanding.,low,no
"Some areas of the course are less clear, but I'm able to figure them out with patience.",medium,no
"The course is challenging in patches, but I feel I can push through without formal help.",medium,no
I find the workload manageable despite some challenging weeks — I'm pacing myself well.,medium,no
The workload feels slightly high some weeks and it's harder to stay on top of everything.,medium,yes
"I feel completely lost in the subject, but I'd rather exhaust my own options first.",high,no
The difficulty feels disproportionate to the support provided and I feel I need much more.,high,yes
I'm falling behind significantly and could really benefit from one-on-one support.,high,yes
I understand the basics but feel like I need more exposure to applied examples.,medium,yes
"I feel the course has become very difficult, though I'm still trying to resolve it myself.",high,no
I feel a lot of anxiety around the upcoming evaluation because of how much I don't understand.,high,yes
The course has some challenging sections but I'm working through them independently.,medium,no
"I feel good about my understanding, but additional real-world examples would make it even richer.",low,yes
I'm navigating the harder sections independently and feel confident I can stay on track.,medium,no
I feel confident that I understand what is being assessed and how to prepare.,low,no
The recommended readings complement the lectures well and deepen my understanding.,low,no
"I'm following everything comfortably, but an optional advanced track would be a great addition.",low,yes
I feel I need a structured catch-up session covering the major topics I'm confused about.,high,yes
